path,class,label
prepared_liveness_data\raw\spoof\kaggle_35_frame440.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_44_frame260.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_67_frame270.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_31_frame135.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_47_frame265.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_35_frame145.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame395.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_43_frame295.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame160.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_15_frame35.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_4_frame125.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_3_frame15.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_62_frame390.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_58_frame405.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_28_frame130.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_37_frame190.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_67_frame20.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_72_frame380.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_38_frame205.jpg,real,1
prepared_liveness_data\raw\real\kaggle_78_frame280.jpg,real,1
prepared_liveness_data\raw\real\kaggle_40_frame20.jpg,real,1
prepared_liveness_data\raw\real\kaggle_46_frame0.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_5_frame290.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_55_frame200.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_48_frame165.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_7_frame255.jpg,real,1
prepared_liveness_data\raw\real\kaggle_76_frame270.jpg,real,1
prepared_liveness_data\raw\real\kaggle_66_frame15.jpg,real,1
prepared_liveness_data\raw\real\kaggle_68_frame20.jpg,real,1
prepared_liveness_data\raw\real\kaggle_59_frame70.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_17_frame335.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_63_frame115.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_44_frame220.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_9_frame25.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_53_frame85.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_50_frame120.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_7_frame50.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_66_frame165.jpg,real,1
prepared_liveness_data\raw\real\kaggle_52_frame80.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_72_frame75.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_55_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_65_frame170.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_10_frame260.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_36_frame130.jpg,real,1
prepared_liveness_data\raw\real\kaggle_58_frame345.jpg,real,1
prepared_liveness_data\raw\real\kaggle_16_frame55.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame220.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_76_frame15.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_40_frame150.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame310.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_11_frame450.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_21_frame65.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_63_frame130.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame340.jpg,real,1
prepared_liveness_data\raw\real\kaggle_9_frame50.jpg,real,1
prepared_liveness_data\raw\real\kaggle_47_frame120.jpg,real,1
prepared_liveness_data\raw\real\kaggle_59_frame375.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_3_frame135.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_42_frame75.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_50_frame225.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_68_frame75.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_61_frame170.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_78_frame275.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_48_frame310.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_62_frame105.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_39_frame10.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_62_frame75.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame265.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame245.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_5_frame335.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_17_frame165.jpg,real,1
prepared_liveness_data\raw\real\kaggle_63_frame10.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_49_frame770.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_78_frame125.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_19_frame145.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_49_frame5.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_15_frame145.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame60.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_55_frame60.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_10_frame60.jpg,real,1
prepared_liveness_data\raw\real\kaggle_7_frame100.jpg,real,1
prepared_liveness_data\raw\real\kaggle_24_frame100.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame510.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_40_frame135.jpg,real,1
prepared_liveness_data\raw\real\kaggle_58_frame160.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_42_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_78_frame205.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_55_frame95.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_40_frame185.jpg,real,1
prepared_liveness_data\raw\real\kaggle_50_frame205.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame235.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_64_frame105.jpg,real,1
prepared_liveness_data\raw\real\kaggle_33_frame135.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_57_frame20.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_10_frame365.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_30_frame485.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_58_frame420.jpg,real,1
prepared_liveness_data\raw\real\kaggle_25_frame15.jpg,real,1
prepared_liveness_data\raw\real\kaggle_79_frame380.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_29_frame105.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_13_frame255.jpg,real,1
prepared_liveness_data\raw\real\kaggle_79_frame120.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_12_frame165.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_35_frame30.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_62_frame375.jpg,real,1
prepared_liveness_data\raw\real\kaggle_49_frame470.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_3_frame120.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_56_frame15.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_18_frame40.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_16_frame40.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_75_frame610.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_18_frame265.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_15_frame185.jpg,real,1
prepared_liveness_data\raw\real\kaggle_67_frame260.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_55_frame475.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_8_frame60.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_71_frame345.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_43_frame215.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_55_frame330.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_47_frame100.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_10_frame425.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_40_frame240.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_36_frame155.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_50_frame105.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_70_frame455.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_12_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_46_frame525.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_33_frame55.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_23_frame380.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame345.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_14_frame10.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_41_frame215.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_1_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_15_frame140.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_10_frame100.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_5_frame30.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_74_frame130.jpg,real,1
prepared_liveness_data\raw\real\kaggle_49_frame355.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_41_frame310.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_16_frame245.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_79_frame150.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_19_frame215.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_6_frame25.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_42_frame95.jpg,real,1
prepared_liveness_data\raw\real\kaggle_15_frame400.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_47_frame100.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_9_frame35.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_62_frame220.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_71_frame35.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_54_frame65.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_19_frame370.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_23_frame350.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_72_frame265.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_49_frame520.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_47_frame130.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_21_frame100.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame220.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_10_frame5.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_2_frame210.jpg,real,1
prepared_liveness_data\raw\real\kaggle_59_frame240.jpg,real,1
prepared_liveness_data\raw\real\kaggle_0_frame50.jpg,real,1
prepared_liveness_data\raw\real\kaggle_30_frame35.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame295.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_32_frame185.jpg,real,1
prepared_liveness_data\raw\real\kaggle_29_frame110.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_63_frame0.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_18_frame470.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_49_frame290.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_8_frame215.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_36_frame200.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_39_frame60.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_33_frame175.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_48_frame155.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_24_frame140.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_31_frame250.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_57_frame280.jpg,real,1
prepared_liveness_data\raw\real\kaggle_20_frame20.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame145.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_46_frame205.jpg,real,1
prepared_liveness_data\raw\real\kaggle_23_frame385.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_48_frame45.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_18_frame105.jpg,real,1
prepared_liveness_data\raw\real\kaggle_35_frame325.jpg,real,1
prepared_liveness_data\raw\real\kaggle_17_frame160.jpg,real,1
prepared_liveness_data\raw\real\kaggle_65_frame380.jpg,real,1
prepared_liveness_data\raw\real\kaggle_67_frame80.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_16_frame155.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_30_frame205.jpg,real,1
prepared_liveness_data\raw\real\kaggle_15_frame15.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_71_frame350.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_52_frame285.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_41_frame235.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_48_frame270.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_79_frame75.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_60_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_43_frame85.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_20_frame145.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_77_frame410.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_79_frame70.jpg,real,1
prepared_liveness_data\raw\real\kaggle_24_frame95.jpg,real,1
prepared_liveness_data\raw\real\kaggle_2_frame120.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_47_frame495.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_45_frame20.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_67_frame200.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_71_frame0.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_57_frame30.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_30_frame120.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_75_frame105.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_34_frame180.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_77_frame290.jpg,real,1
prepared_liveness_data\raw\real\kaggle_43_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_45_frame5.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_33_frame5.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_79_frame145.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_14_frame235.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_41_frame35.jpg,real,1
prepared_liveness_data\raw\real\kaggle_51_frame195.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_0_frame350.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_5_frame390.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_62_frame45.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_31_frame150.jpg,real,1
prepared_liveness_data\raw\real\kaggle_45_frame115.jpg,real,1
prepared_liveness_data\raw\real\kaggle_64_frame40.jpg,real,1
prepared_liveness_data\raw\real\kaggle_62_frame325.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame130.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_77_frame125.jpg,real,1
prepared_liveness_data\raw\real\kaggle_76_frame100.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_79_frame190.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_62_frame205.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_13_frame395.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_12_frame185.jpg,real,1
prepared_liveness_data\raw\real\kaggle_30_frame195.jpg,real,1
prepared_liveness_data\raw\real\kaggle_78_frame165.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_55_frame355.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_10_frame305.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_9_frame170.jpg,real,1
prepared_liveness_data\raw\real\kaggle_65_frame425.jpg,real,1
prepared_liveness_data\raw\real\kaggle_39_frame225.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_69_frame245.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_42_frame130.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_79_frame360.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_68_frame215.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_49_frame285.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_49_frame100.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_22_frame45.jpg,real,1
prepared_liveness_data\raw\real\kaggle_51_frame200.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_57_frame260.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_11_frame250.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_79_frame35.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_66_frame225.jpg,real,1
prepared_liveness_data\raw\real\kaggle_70_frame340.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_11_frame225.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_12_frame415.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_34_frame110.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_25_frame75.jpg,real,1
prepared_liveness_data\raw\real\kaggle_67_frame130.jpg,real,1
prepared_liveness_data\raw\real\kaggle_6_frame115.jpg,real,1
prepared_liveness_data\raw\real\kaggle_9_frame125.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_5_frame275.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_40_frame100.jpg,real,1
prepared_liveness_data\raw\real\kaggle_12_frame145.jpg,real,1
prepared_liveness_data\raw\real\kaggle_1_frame110.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_51_frame325.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_61_frame0.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_70_frame75.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_43_frame230.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_59_frame30.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_1_frame135.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_77_frame160.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_15_frame225.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_34_frame260.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_40_frame105.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_35_frame475.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_19_frame95.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_9_frame250.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_47_frame140.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_27_frame35.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame75.jpg,real,1
prepared_liveness_data\raw\real\kaggle_72_frame155.jpg,real,1
prepared_liveness_data\raw\real\kaggle_61_frame240.jpg,real,1
prepared_liveness_data\raw\real\kaggle_53_frame240.jpg,real,1
prepared_liveness_data\raw\real\kaggle_61_frame520.jpg,real,1
prepared_liveness_data\raw\real\kaggle_47_frame315.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_53_frame115.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_65_frame440.jpg,real,1
prepared_liveness_data\raw\real\kaggle_10_frame175.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_2_frame15.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_52_frame205.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_27_frame5.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame55.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_11_frame425.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_28_frame135.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_67_frame230.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_66_frame5.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_25_frame30.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_11_frame520.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_34_frame150.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_34_frame75.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_76_frame85.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_67_frame30.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_15_frame395.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_52_frame215.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_27_frame225.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_66_frame95.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_46_frame135.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_59_frame335.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_38_frame300.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_68_frame270.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_27_frame180.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_22_frame10.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_78_frame95.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_78_frame235.jpg,real,1
prepared_liveness_data\raw\real\kaggle_35_frame140.jpg,real,1
prepared_liveness_data\raw\real\kaggle_1_frame265.jpg,real,1
prepared_liveness_data\raw\real\kaggle_72_frame190.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_62_frame320.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_43_frame325.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_52_frame415.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_79_frame365.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_1_frame190.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_75_frame560.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_75_frame515.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_75_frame385.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_21_frame260.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_51_frame315.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_2_frame140.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_47_frame320.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_3_frame275.jpg,real,1
prepared_liveness_data\raw\real\kaggle_76_frame80.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_9_frame120.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_23_frame105.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_62_frame330.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_12_frame420.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_10_frame35.jpg,real,1
prepared_liveness_data\raw\real\kaggle_20_frame175.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_20_frame245.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_28_frame80.jpg,real,1
prepared_liveness_data\raw\real\kaggle_28_frame435.jpg,real,1
prepared_liveness_data\raw\real\kaggle_70_frame180.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_52_frame45.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_53_frame205.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_48_frame165.jpg,real,1
prepared_liveness_data\raw\real\kaggle_58_frame500.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_61_frame145.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_2_frame335.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_74_frame175.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_9_frame220.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_20_frame205.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_66_frame190.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_76_frame275.jpg,real,1
prepared_liveness_data\raw\real\kaggle_62_frame200.jpg,real,1
prepared_liveness_data\raw\real\kaggle_62_frame255.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_12_frame20.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_36_frame20.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_58_frame95.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_25_frame45.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_46_frame535.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_47_frame375.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_49_frame445.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_61_frame140.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_34_frame60.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_10_frame185.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_55_frame230.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_75_frame400.jpg,real,1
prepared_liveness_data\raw\real\kaggle_66_frame175.jpg,real,1
prepared_liveness_data\raw\real\kaggle_12_frame355.jpg,real,1
prepared_liveness_data\raw\real\kaggle_30_frame200.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_43_frame390.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_70_frame120.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_66_frame0.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_67_frame150.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_50_frame135.jpg,real,1
prepared_liveness_data\raw\real\kaggle_32_frame90.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_30_frame210.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_70_frame265.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_7_frame100.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_23_frame420.jpg,real,1
prepared_liveness_data\raw\real\kaggle_49_frame500.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_60_frame45.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_2_frame205.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_6_frame120.jpg,real,1
prepared_liveness_data\raw\real\kaggle_61_frame270.jpg,real,1
prepared_liveness_data\raw\spoof\kaggle_40_frame155.jpg,spoof,0
prepared_liveness_data\raw\spoof\kaggle_8_frame165.jpg,spoof,0
prepared_liveness_data\raw\real\kaggle_61_frame405.jpg,real,1
prepared_liveness_data\raw\real\kaggle_2_frame125.jpg,real,1
prepared_liveness_data\raw\real\kaggle_52_frame410.jpg,real,1
